system:index,cell_id,lat,lon,mean_ntl,month,sum_ntl,.geo
+2167+412,934976,18.527752414653648,97.35491891645107,2.0213059315920257,2025-03,202.12266646927483,"{""type"":""Point"",""coordinates"":[97.35491891645107,18.527752414653648]}"
+2167+413,233842,18.572668177677276,97.35491891645181,1.62714538718117,2025-03,162.70815775581434,"{""type"":""Point"",""coordinates"":[97.35491891645181,18.572668177677276]}"
+2167+414,198436,18.617583940691556,97.35491891645215,2.5159806211212854,2025-03,251.58819552145755,"{""type"":""Point"",""coordinates"":[97.35491891645216,18.617583940691556]}"
+2168+410,984783,18.43792088860353,97.39983468066472,3.135911601308027,2025-03,313.5788624382487,"{""type"":""Point"",""coordinates"":[97.39983468066472,18.43792088860353]}"
+2168+411,296924,18.482836651630326,97.39983468066492,4.718155638298018,2025-03,471.79706125867136,"{""type"":""Point"",""coordinates"":[97.39983468066492,18.482836651630322]}"
+2168+412,842238,18.527752414653346,97.39983468066696,5.3711867234656285,2025-03,537.0976088692161,"{""type"":""Point"",""coordinates"":[97.39983468066696,18.527752414653346]}"
+2168+413,669686,18.572668177678434,97.3998346806662,0.8814922134146194,2025-03,88.14576450925247,"{""type"":""Point"",""coordinates"":[97.39983468066622,18.572668177678434]}"
+2169+407,427132,18.303173599499107,97.4447504448589,0.2985552400648605,2025-03,29.85435320162306,"{""type"":""Point"",""coordinates"":[97.4447504448589,18.30317359949911]}"
+2169+408,575000,18.34808936252462,97.44475044485564,0.33614926230388975,2025-03,33.61360799798779,"{""type"":""Point"",""coordinates"":[97.44475044485564,18.348089362524625]}"
+2169+409,931734,18.393005125573854,97.44475044485765,1.841934969431839,2025-03,184.18627366879403,"{""type"":""Point"",""coordinates"":[97.44475044485765,18.393005125573854]}"
+2169+410,869999,18.43792088860294,97.44475044486144,5.039401531757114,2025-03,503.9203908167635,"{""type"":""Point"",""coordinates"":[97.44475044486144,18.437920888602935]}"
+2169+411,356469,18.48283665163156,97.4447504448608,1.3499639225761586,2025-03,134.99109828144893,"{""type"":""Point"",""coordinates"":[97.44475044486082,18.48283665163156]}"
+2169+412,200882,18.527752414655957,97.44475044485931,2.360249430831775,2025-03,236.01568720305667,"{""type"":""Point"",""coordinates"":[97.44475044485931,18.52775241465596]}"
+2170+406,584497,18.25825783645724,97.48966620907758,0.4884862191380507,2025-03,48.84670628157317,"{""type"":""Point"",""coordinates"":[97.48966620907758,18.25825783645724]}"
+2170+407,474619,18.303173599500727,97.4896662090771,0.30834778103600646,2025-03,30.8335688966162,"{""type"":""Point"",""coordinates"":[97.4896662090771,18.303173599500727]}"
+2170+408,847772,18.348089362519787,97.48966620907999,0.34432213187400057,2025-03,34.430862904529974,"{""type"":""Point"",""coordinates"":[97.48966620907999,18.348089362519787]}"
+2170+409,602611,18.39300512557857,97.48966620907858,4.939108959683866,2025-03,493.8915269136429,"{""type"":""Point"",""coordinates"":[97.48966620907858,18.393005125578565]}"
+2170+410,543251,18.43792088860201,97.48966620907503,3.4189528932996454,2025-03,341.88188167155954,"{""type"":""Point"",""coordinates"":[97.48966620907504,18.43792088860201]}"
+2170+411,75692,18.482836651630016,97.48966620907291,0.40734028757200547,2025-03,40.73243134430812,"{""type"":""Point"",""coordinates"":[97.48966620907291,18.482836651630016]}"
+2170+412,882507,18.527752414654746,97.48966620907314,0.414017018438428,2025-03,41.40007824769207,"{""type"":""Point"",""coordinates"":[97.48966620907314,18.527752414654742]}"
+2171+406,538969,18.25825783645945,97.53458197327807,0.30666496958203004,2025-03,30.665294350479165,"{""type"":""Point"",""coordinates"":[97.53458197327807,18.258257836459446]}"
+2171+407,388988,18.303173599500568,97.5345819732771,0.31434879959613704,2025-03,31.43364721922314,"{""type"":""Point"",""coordinates"":[97.5345819732771,18.303173599500568]}"
+2171+408,758576,18.34808936252165,97.53458197327413,0.33076787513748585,2025-03,33.07549038482649,"{""type"":""Point"",""coordinates"":[97.53458197327413,18.34808936252165]}"
+2171+409,910737,18.393005125575097,97.5345819732757,0.5812733834201415,2025-03,58.12505883854977,"{""type"":""Point"",""coordinates"":[97.5345819732757,18.393005125575097]}"
+2171+410,905298,18.43792088860192,97.53458197327691,2.101678897028619,2025-03,210.15964782483442,"{""type"":""Point"",""coordinates"":[97.53458197327691,18.43792088860192]}"
+2171+411,482811,18.482836651630365,97.53458197327848,0.4979571793982969,2025-03,49.79376516657717,"{""type"":""Point"",""coordinates"":[97.53458197327848,18.48283665163036]}"
+2171+412,831034,18.527752414655623,97.53458197327838,0.4543437004297395,2025-03,45.43258830297228,"{""type"":""Point"",""coordinates"":[97.53458197327838,18.527752414655623]}"
+2172+408,684731,18.348089362524654,97.57949773747725,0.3141146739680015,2025-03,31.410235574549308,"{""type"":""Point"",""coordinates"":[97.57949773747725,18.348089362524657]}"
+2172+409,873318,18.393005125576057,97.57949773747691,0.3583411135738132,2025-03,35.83270609811242,"{""type"":""Point"",""coordinates"":[97.57949773747691,18.393005125576057]}"
+2172+410,402779,18.437920888603564,97.57949773747505,0.39242049018150804,2025-03,39.24051011426775,"{""type"":""Point"",""coordinates"":[97.57949773747505,18.43792088860356]}"
+2172+411,76124,18.482836651628837,97.57949773747404,2.1354515880557834,2025-03,213.53678448562525,"{""type"":""Point"",""coordinates"":[97.57949773747404,18.482836651628837]}"
+2172+412,959603,18.52775241465619,97.57949773747315,1.7929926589239455,2025-03,179.29223454863413,"{""type"":""Point"",""coordinates"":[97.57949773747315,18.52775241465619]}"
+2173+188,276812,8.466621757003333,97.62441350169033,0.2153449142832765,2025-03,21.533646938467722,"{""type"":""Point"",""coordinates"":[97.62441350169033,8.466621757003335]}"
+2173+189,907244,8.511537522168005,97.62441350169122,0.23117024223672814,2025-03,23.116117673703265,"{""type"":""Point"",""coordinates"":[97.62441350169122,8.511537522168005]}"
+2173+190,517068,8.556453287319012,97.62441350169037,0.2564951574490571,2025-03,25.648509881543173,"{""type"":""Point"",""coordinates"":[97.62441350169038,8.556453287319012]}"
+2173+191,596750,8.601369052473975,97.62441350168807,0.2731526742324329,2025-03,27.31419623628552,"{""type"":""Point"",""coordinates"":[97.62441350168807,8.601369052473975]}"
+2173+192,266555,8.646284817616172,97.62441350168974,0.23866308497009958,2025-03,23.865372563343417,"{""type"":""Point"",""coordinates"":[97.62441350168974,8.646284817616174]}"
+2173+193,528560,8.691200582758617,97.62441350168997,0.23921055615689263,2025-03,23.92011753507689,"{""type"":""Point"",""coordinates"":[97.62441350168997,8.691200582758617]}"
+2173+404,546054,18.168426310370368,97.62441350169412,0.32602455246293766,2025-03,32.601176718637056,"{""type"":""Point"",""coordinates"":[97.62441350169414,18.168426310370368]}"
+2173+405,206890,18.213342073415006,97.62441350169243,0.5208721974523979,2025-03,52.08517710917137,"{""type"":""Point"",""coordinates"":[97.62441350169244,18.213342073415006]}"
+2173+406,695784,18.258257836458313,97.62441350168916,0.8286250432410274,2025-03,82.85925481412927,"{""type"":""Point"",""coordinates"":[97.62441350168916,18.258257836458313]}"
+2173+407,396285,18.303173599498695,97.62441350169087,0.32741127325308594,2025-03,32.73984335953114,"{""type"":""Point"",""coordinates"":[97.62441350169087,18.303173599498695]}"
+2173+408,87778,18.348089362524444,97.6244135016886,0.3174246076373633,2025-03,31.74121596135345,"{""type"":""Point"",""coordinates"":[97.6244135016886,18.348089362524444]}"
+2173+409,263896,18.393005125576554,97.62441350168731,0.3430216900168356,2025-03,34.300823818585464,"{""type"":""Point"",""coordinates"":[97.62441350168733,18.393005125576558]}"
+2173+410,11241,18.43792088859923,97.62441350169331,0.38758147473222876,2025-03,38.756627545871,"{""type"":""Point"",""coordinates"":[97.62441350169333,18.43792088859923]}"
+2173+411,455247,18.48283665163075,97.62441350169316,1.6920463514202235,2025-03,169.19799966613448,"{""type"":""Point"",""coordinates"":[97.62441350169316,18.48283665163075]}"
+2173+412,213772,18.527752414655062,97.62441350169199,1.0164959377340483,2025-03,101.64560751482551,"{""type"":""Point"",""coordinates"":[97.624413501692,18.52775241465506]}"
+2173+413,690505,18.572668177677155,97.6244135016919,2.829081553434165,2025-03,282.89706090595206,"{""type"":""Point"",""coordinates"":[97.6244135016919,18.572668177677155]}"
+2174+188,719929,8.466621757004926,97.66932926589966,0.23636377884926116,2025-03,23.635450968146323,"{""type"":""Point"",""coordinates"":[97.66932926589968,8.466621757004926]}"
+2174+189,977168,8.511537522169045,97.66932926590147,0.26463665288461646,2025-03,26.462627497666027,"{""type"":""Point"",""coordinates"":[97.66932926590147,8.511537522169045]}"
+2174+192,348208,8.646284817616838,97.66932926590059,0.5005125733100974,2025-03,50.04929453660461,"{""type"":""Point"",""coordinates"":[97.66932926590059,8.64628481761684]}"
+2174+193,144192,8.691200582757936,97.66932926590034,0.2185709245280591,2025-03,21.856235311925413,"{""type"":""Point"",""coordinates"":[97.66932926590034,8.691200582757935]}"
+2174+396,13409,17.809100205891895,97.66932926589928,0.5100749098668822,2025-03,51.005490692924056,"{""type"":""Point"",""coordinates"":[97.66932926589928,17.809100205891898]}"
+2174+397,183740,17.854015968953203,97.6693292659029,0.3314231933565754,2025-03,33.14101963686007,"{""type"":""Point"",""coordinates"":[97.6693292659029,17.854015968953203]}"
+2174+398,896708,17.898931732029276,97.66932926590353,0.2861041626207613,2025-03,28.609294284967824,"{""type"":""Point"",""coordinates"":[97.66932926590354,17.898931732029276]}"
+2174+399,751094,17.943847495087038,97.66932926590252,0.2847829347651605,2025-03,28.477176680693447,"{""type"":""Point"",""coordinates"":[97.66932926590252,17.943847495087038]}"
+2174+402,46970,18.078594784264354,97.66932926589688,0.34218597045117366,2025-03,34.217255139350904,"{""type"":""Point"",""coordinates"":[97.66932926589689,18.078594784264354]}"
+2174+403,202883,18.123510547316492,97.66932926589936,0.5568716426943648,2025-03,55.684980459072996,"{""type"":""Point"",""coordinates"":[97.66932926589936,18.123510547316492]}"
+2174+404,423418,18.16842631037198,97.66932926590131,0.5642770299680455,2025-03,56.42549014570666,"{""type"":""Point"",""coordinates"":[97.66932926590133,18.16842631037198]}"
+2174+405,268346,18.21334207341551,97.66932926590383,1.479717239157219,2025-03,147.96592110301938,"{""type"":""Point"",""coordinates"":[97.66932926590383,18.21334207341551]}"
+2174+406,32681,18.258257836455645,97.66932926590508,2.2387234818769888,2025-03,223.86356887992687,"{""type"":""Point"",""coordinates"":[97.66932926590508,18.258257836455645]}"
+2174+407,363685,18.303173599504273,97.66932926590448,0.5007674812211668,2025-03,50.07478432807269,"{""type"":""Point"",""coordinates"":[97.66932926590448,18.303173599504273]}"
+2174+408,601015,18.34808936251951,97.66932926590289,0.737328524804404,2025-03,73.72996099602943,"{""type"":""Point"",""coordinates"":[97.6693292659029,18.34808936251951]}"
+2174+409,20317,18.39300512557674,97.66932926590252,0.36543119378316913,2025-03,36.54168631481189,"{""type"":""Point"",""coordinates"":[97.66932926590252,18.39300512557674]}"
+2174+410,559588,18.4379208886038,97.66932926589857,0.358255619920746,2025-03,35.824157068074925,"{""type"":""Point"",""coordinates"":[97.66932926589858,18.4379208886038]}"
+2174+411,242756,18.482836651626886,97.66932926590015,0.994035840607179,2025-03,99.39968588095084,"{""type"":""Point"",""coordinates"":[97.66932926590016,18.48283665162689]}"
+2174+412,222521,18.52775241465828,97.66932926590515,1.9468237941996933,2025-03,194.67474481685488,"{""type"":""Point"",""coordinates"":[97.66932926590515,18.527752414658284]}"
+2174+413,527871,18.5726681776751,97.66932926590447,3.09463703791073,2025-03,309.4515679595518,"{""type"":""Point"",""coordinates"":[97.66932926590447,18.5726681776751]}"
+2174+421,909750,18.931994281750196,97.66932926590015,1.9333460290570637,2025-03,193.32702115657287,"{""type"":""Point"",""coordinates"":[97.66932926590015,18.931994281750196]}"
+2175+396,463267,17.809100205892626,97.71424503010007,0.6374795105958564,2025-03,63.745451139936264,"{""type"":""Point"",""coordinates"":[97.71424503010007,17.809100205892626]}"
+2175+397,447328,17.854015968950645,97.71424503009713,0.3345256692496245,2025-03,33.45125505959285,"{""type"":""Point"",""coordinates"":[97.71424503009713,17.854015968950645]}"
+2175+398,794186,17.89893173203459,97.71424503009766,0.2920306707542126,2025-03,29.201921857104583,"{""type"":""Point"",""coordinates"":[97.71424503009766,17.89893173203459]}"
+2175+399,617818,17.943847495086906,97.7142450301001,0.2859319987288971,2025-03,28.592078570933914,"{""type"":""Point"",""coordinates"":[97.71424503010012,17.943847495086906]}"
+2175+400,650043,17.988763258153423,97.71424503010006,0.29470998955626615,2025-03,29.46984323017737,"{""type"":""Point"",""coordinates"":[97.71424503010006,17.988763258153423]}"
+2175+401,315055,18.033679021212304,97.71424503009904,0.29512882988856554,2025-03,29.511725620896215,"{""type"":""Point"",""coordinates"":[97.71424503009904,18.033679021212304]}"
+2175+402,648219,18.0785947842642,97.71424503009953,1.1785070039619718,2025-03,117.84607880010326,"{""type"":""Point"",""coordinates"":[97.71424503009953,18.078594784264205]}"
+2175+403,952628,18.123510547318016,97.71424503010127,3.92703478941006,2025-03,392.68807880457706,"{""type"":""Point"",""coordinates"":[97.71424503010127,18.12351054731802]}"
+2175+404,265778,18.168426310368286,97.71424503009693,2.9608478848127913,2025-03,296.0731773131035,"{""type"":""Point"",""coordinates"":[97.71424503009693,18.168426310368286]}"
+2175+405,374679,18.213342073418325,97.71424503009337,3.6450021599029947,2025-03,364.48592186418233,"{""type"":""Point"",""coordinates"":[97.71424503009337,18.213342073418325]}"
+2175+406,526086,18.258257836453378,97.71424503009433,2.3237805347009424,2025-03,232.36894060525236,"{""type"":""Point"",""coordinates"":[97.71424503009435,18.258257836453378]}"
+2175+407,353480,18.30317359950304,97.7142450300965,1.5044703548810274,2025-03,150.44113560435815,"{""type"":""Point"",""coordinates"":[97.7142450300965,18.30317359950304]}"
+2175+408,538492,18.348089362523563,97.71424503010218,1.6885850443805515,2025-03,168.85188253592037,"{""type"":""Point"",""coordinates"":[97.71424503010218,18.348089362523567]}"
+2175+409,706462,18.393005125573808,97.71424503010229,1.8606600189922862,2025-03,186.05870519327183,"{""type"":""Point"",""coordinates"":[97.71424503010229,18.393005125573808]}"
+2175+410,316904,18.437920888602587,97.71424503010186,1.5562092674106247,2025-03,155.6148239596217,"{""type"":""Point"",""coordinates"":[97.71424503010186,18.437920888602587]}"
+2175+411,803987,18.482836651632738,97.71424503010307,1.5299239140713208,2025-03,152.9863917055083,"{""type"":""Point"",""coordinates"":[97.71424503010309,18.482836651632738]}"
+2175+412,318553,18.52775241465166,97.71424503009666,2.2310443497474544,2025-03,223.0956857812171,"{""type"":""Point"",""coordinates"":[97.71424503009668,18.52775241465166]}"
+2175+413,37959,18.572668177677556,97.71424503009591,2.796019061457255,2025-03,279.59094136509236,"{""type"":""Point"",""coordinates"":[97.71424503009592,18.57266817767756]}"
