system:index,cell_id,lat,lon,mean_ntl,month,sum_ntl,.geo
+2167+412,934976,18.527752414653648,97.35491891645107,0.3701490269161364,2023-03,37.01345112680222,"{""type"":""Point"",""coordinates"":[97.35491891645107,18.527752414653648]}"
+2167+413,233842,18.572668177677276,97.35491891645181,0.4275477479963173,2023-03,42.75309814179645,"{""type"":""Point"",""coordinates"":[97.35491891645181,18.572668177677276]}"
+2167+414,198436,18.617583940691556,97.35491891645215,0.38212047572056246,2023-03,38.21054906038677,"{""type"":""Point"",""coordinates"":[97.35491891645216,18.617583940691556]}"
+2168+410,984783,18.43792088860353,97.39983468066472,0.5639632922795955,2023-03,56.39411760720554,"{""type"":""Point"",""coordinates"":[97.39983468066472,18.43792088860353]}"
+2168+411,296924,18.482836651630326,97.39983468066492,0.3863873092096138,2023-03,38.63721567661155,"{""type"":""Point"",""coordinates"":[97.39983468066492,18.482836651630322]}"
+2168+412,842238,18.527752414653346,97.39983468066696,0.5112424011538834,2023-03,51.122235243226974,"{""type"":""Point"",""coordinates"":[97.39983468066696,18.527752414653346]}"
+2168+413,669686,18.572668177678434,97.3998346806662,1.1419726338422629,2023-03,114.192785060172,"{""type"":""Point"",""coordinates"":[97.39983468066622,18.572668177678434]}"
+2169+407,427132,18.303173599499107,97.4447504448589,2.5947241243827457,2023-03,259.46223704955156,"{""type"":""Point"",""coordinates"":[97.4447504448589,18.30317359949911]}"
+2169+408,575000,18.34808936252462,97.44475044485564,0.9302678561625777,2023-03,93.02313750701795,"{""type"":""Point"",""coordinates"":[97.44475044485564,18.348089362524625]}"
+2169+409,931734,18.393005125573854,97.44475044485765,0.5195623343961137,2023-03,51.95419594026081,"{""type"":""Point"",""coordinates"":[97.44475044485765,18.393005125573854]}"
+2169+410,869999,18.43792088860294,97.44475044486144,1.467472852261666,2023-03,146.74153043066758,"{""type"":""Point"",""coordinates"":[97.44475044486144,18.437920888602935]}"
+2169+411,356469,18.48283665163156,97.4447504448608,1.4500352937750518,2023-03,144.99784296458847,"{""type"":""Point"",""coordinates"":[97.44475044486082,18.48283665163156]}"
+2169+412,200882,18.527752414655957,97.44475044485931,1.7943931146646794,2023-03,179.4322746307242,"{""type"":""Point"",""coordinates"":[97.44475044485931,18.52775241465596]}"
+2170+406,584497,18.25825783645724,97.48966620907758,1.4592117413880188,2023-03,145.9154517398161,"{""type"":""Point"",""coordinates"":[97.48966620907758,18.25825783645724]}"
+2170+407,474619,18.303173599500727,97.4896662090771,1.1378826648236495,2023-03,113.78380419740489,"{""type"":""Point"",""coordinates"":[97.4896662090771,18.303173599500727]}"
+2170+408,847772,18.348089362519787,97.48966620907999,0.9371018409448498,2023-03,93.70650918530484,"{""type"":""Point"",""coordinates"":[97.48966620907999,18.348089362519787]}"
+2170+409,602611,18.39300512557857,97.48966620907858,0.983392679208381,2023-03,98.33541147895889,"{""type"":""Point"",""coordinates"":[97.48966620907858,18.393005125578565]}"
